status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.source,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.subsection_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.print_section,response.docs.print_page,response.meta.hits,response.meta.offset,response.meta.time
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"The government organized a day of citywide activities, from schools to the police academy, to encourage residents to support a recent national security law.",https://www.nytimes.com/2021/04/15/world/asia/hong-kong-national-security-education-day.html,"The government organized a day of citywide activities, from schools to the police academy, to encourage residents to support a recent national security law.","HONG KONG — Teddy bears clad in black police riot gear, on sale for more than $60 apiece. Schoolchildren’s messages of gratitude to the authorities, pasted onto the walls of their schools. Uniformed police officers goose-stepping in formation, accompanied by a counterterrorism drill complete with a helicopter and hostage simulation.",The New York Times,2021-04-15T12:00:20+0000,article,Foreign,World,Asia Pacific,News,nyt://article/dc8e71d7-3306-5af6-8104-e7581a8526aa,1104,nyt://article/dc8e71d7-3306-5af6-8104-e7581a8526aa,A,12,1546,250,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Peruvians head to the polls at a moment that many are calling one of the lowest points in the country’s young democracy, and many plan to cast empty ballots.",https://www.nytimes.com/2021/04/11/world/americas/peru-election.html,"Peruvians head to the polls at a moment that many are calling one of the lowest points in the country’s young democracy, and many plan to cast empty ballots.","LIMA, Peru — Vicenta Escobar, 62, sells fruit from a stand on the streets in Peru’s capital, Lima. In every presidential election over the last four decades, she has chosen a candidate she believed in, in the hope that he or she would deliver change.",The New York Times,2021-04-11T12:00:08+0000,article,Foreign,World,Americas,News,nyt://article/dd80ea4a-1743-5af4-bc03-a2b33efd1065,1010,nyt://article/dd80ea4a-1743-5af4-bc03-a2b33efd1065,A,8,1546,250,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,A peace agreement nearly a quarter-century ago helped transform Northern Ireland after decades of bitter conflict. But new issues are reawakening old feuds.,https://www.nytimes.com/2021/04/12/world/europe/Northern-Ireland-Brexit-Covid-Troubles.html,A peace agreement nearly a quarter-century ago helped transform Northern Ireland after decades of bitter conflict. But new issues are reawakening old feuds.,"Adding to the world’s sectarian flash points, the British territory of Northern Ireland has roared back into the news, its relative calm punctured by violent rioting among groups that had made peace 23 years ago.",The New York Times,2021-04-12T14:59:21+0000,article,Foreign,World,Europe,News,nyt://article/e02a74ca-d73b-5e9e-a3ea-ff81034c0fcc,966,nyt://article/e02a74ca-d73b-5e9e-a3ea-ff81034c0fcc,A,10,1546,250,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Not long ago, democracy seemed to be surging in the region. But in Thailand, Malaysia, the Philippines and elsewhere, it is in trouble.",https://www.nytimes.com/2021/04/12/world/asia/myanmar-coup-autocracy-democracy.html,"Not long ago, democracy seemed to be surging in the region. But in Thailand, Malaysia, the Philippines and elsewhere, it is in trouble.","Late last month, foreign officials in army regalia toasted their hosts in Naypyidaw, the bunkered capital built by Myanmar’s military. Ice clinked in frosted glasses. A lavish spread had been laid out for the foreign dignitaries in honor of Myanmar’s Armed Forces Day.",The New York Times,2021-04-12T09:00:36+0000,article,Foreign,World,Asia Pacific,News,nyt://article/fd117210-da4b-51d1-8540-08b4dbd0ae92,1397,nyt://article/fd117210-da4b-51d1-8540-08b4dbd0ae92,A,1,1546,250,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Jens Stoltenberg, the NATO secretary general, expressed concern over Russia’s increasing military presence along the border with Ukraine, calling it “unexplained and unjustified.”",https://www.nytimes.com/video/world/europe/100000007708267/nato-ukraine-russia.html,"Jens Stoltenberg, the NATO secretary general, expressed concern over Russia’s increasing military presence along the border with Ukraine, calling it “unexplained and unjustified.”","Jens Stoltenberg, the NATO secretary general, expressed concern over Russia’s increasing military presence along the border with Ukraine, calling it “unexplained and unjustified.”",The New York Times,2021-04-14T00:44:17+0000,multimedia,,World,Europe,Video,nyt://video/27de3652-a13a-5465-bd4d-c30d09c4c4cf,0,nyt://video/27de3652-a13a-5465-bd4d-c30d09c4c4cf,NA,NA,1546,250,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,U.S. Defense Secretary Lloyd J. Austin III and Prime Minister Benjamin Netanyahu of Israel met in person on Monday in Jerusalem for talks on Iran and security issues in the region.,https://www.nytimes.com/video/world/middleeast/100000007705421/iran-israel-nuclear-site-lloyd-austin-benjamin-netanyahu.html,U.S. Defense Secretary Lloyd J. Austin III and Prime Minister Benjamin Netanyahu of Israel met in person on Monday in Jerusalem for talks on Iran and security issues in the region.,U.S. Defense Secretary Lloyd J. Austin III and Prime Minister Benjamin Netanyahu of Israel met in person on Monday in Jerusalem for talks on Iran and security issues in the region.,Reuters,2021-04-12T20:07:00+0000,multimedia,,World,Middle East,Video,nyt://video/a9dfa4f5-3ddd-5bb7-af05-9e6f9d8f3c40,0,nyt://video/a9dfa4f5-3ddd-5bb7-af05-9e6f9d8f3c40,NA,NA,1546,250,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"After months of lockdown due to the coronavirus, London began to reopen Monday. The most recent lockdown came after a particularly contagious strain of the virus spread through the region.",https://www.nytimes.com/video/world/europe/100000007704485/london-reopening-coronavirus-lockdown.html,"After months of lockdown due to the coronavirus, London began to reopen Monday. The most recent lockdown came after a particularly contagious strain of the virus spread through the region.","After months of lockdown due to the coronavirus, London began to reopen Monday. The most recent lockdown came after a particularly contagious strain of the virus spread through the region.",Reuters,2021-04-12T14:06:17+0000,multimedia,,World,Europe,Video,nyt://video/ea37e471-caf3-589d-976d-5bbbc88a4fdd,0,nyt://video/ea37e471-caf3-589d-976d-5bbbc88a4fdd,NA,NA,1546,260,10
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Although Harry  will come home to mourn with the family, his pregnant wife Meghan will not. The patriarch’s death opens an uncertain chapter for the House of Windsor.",https://www.nytimes.com/2021/04/10/world/europe/prince-philip-death-harry-meghan.html,"Although Harry  will come home to mourn with the family, his pregnant wife Meghan will not. The patriarch’s death opens an uncertain chapter for the House of Windsor.","LONDON — Buckingham Palace said on Saturday that Prince Harry would be returning to Britain for Prince Philip’s funeral next weekend, setting in motion fevered speculation about whether the reunion would mend fences in the royal family or sow deeper discord.",The New York Times,2021-04-10T09:31:48+0000,article,Foreign,World,Europe,News,nyt://article/00384e68-b563-5dcd-b418-36800c3aa97b,1456,nyt://article/00384e68-b563-5dcd-b418-36800c3aa97b,A,12,1546,260,10
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,Activists have accused Prime Minister Imran Khan of “baffling ignorance” and victim-blaming after he said rape cases had risen because of “vulgarity.”,https://www.nytimes.com/2021/04/08/world/asia/pakistan-rape.html,Activists have accused Prime Minister Imran Khan of “baffling ignorance” and victim-blaming after he said rape cases had risen because of “vulgarity.”,"ISLAMABAD, Pakistan — An outcry has erupted in Pakistan after Prime Minister Imran Khan blamed a rise in rape cases on how women dressed, remarks that activists denounced as perpetuating a culture of victim blaming.",The New York Times,2021-04-08T13:55:08+0000,article,Foreign,World,Asia Pacific,News,nyt://article/0158ad8a-d25d-5b87-8dc7-1b4893167648,639,nyt://article/0158ad8a-d25d-5b87-8dc7-1b4893167648,A,13,1546,260,10
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,The prime minister’s party is vying to dethrone a powerful politician in West Bengal. Even a close race could demonstrate the growing reach of his Hindu nationalist movement.,https://www.nytimes.com/2021/04/07/world/asia/india-modi-west-bengal.html,The prime minister’s party is vying to dethrone a powerful politician in West Bengal. Even a close race could demonstrate the growing reach of his Hindu nationalist movement.,"NANDIGRAM, India — The challenger arrived with police vehicles, a band of drummers and the backing of the country’s powerful prime minister. The crowd joined him in full-throated chants of glory to the Hindu god Ram: “Jai Shree Ram!” He brought a warning: If Hindus did not unite around him, even their most basic religious practices would be in danger in the face of Muslim appeasement.",The New York Times,2021-04-07T14:41:41+0000,article,Foreign,World,Asia Pacific,News,nyt://article/0c394c31-e0dd-5c4f-bbda-6b89094418c6,1282,nyt://article/0c394c31-e0dd-5c4f-bbda-6b89094418c6,A,13,1546,260,10
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"A protocol mishap involving Ursula von der Leyen, the European Commission president, was cited by critics as symbolic of Turkey’s treatment of women. It also underlined divisions within the European Union.",https://www.nytimes.com/2021/04/07/world/europe/turkey-eu-women-chair.html,"A protocol mishap involving Ursula von der Leyen, the European Commission president, was cited by critics as symbolic of Turkey’s treatment of women. It also underlined divisions within the European Union.","BRUSSELS — If diplomacy is part theater, acted out on meticulously crafted sets, then a protocol blunder this week turned a top-level visit by European Union leaders to Turkey into high drama.",The New York Times,2021-04-07T14:11:36+0000,article,Foreign,World,Europe,News,nyt://article/1070c0a6-956f-5d0b-85be-c1244b94966d,988,nyt://article/1070c0a6-956f-5d0b-85be-c1244b94966d,A,12,1546,260,10
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Tolkien fans received an unexpected gift with the rediscovery of an all-but-forgotten 1991 production. They were also left with questions, like “why is Gollum wearing a lettuce on his head?”",https://www.nytimes.com/2021/04/10/world/europe/youtube-fellowship-of-the-ring-russia-5tv.html,"Tolkien fans received an unexpected gift with the rediscovery of an all-but-forgotten 1991 production. They were also left with questions, like “why is Gollum wearing a lettuce on his head?”","The hobbits and elves are familiar, if the Soviet folk-rock is not. One man is clearly a wizard, though the special effects are, at their best, not very good. And the growl of an actor painted green does sound — sort of — like he might be saying “gollum.”",The New York Times,2021-04-10T12:00:07+0000,article,Express,World,Europe,News,nyt://article/1ac674c5-f747-516e-8053-2fd787894a20,1101,nyt://article/1ac674c5-f747-516e-8053-2fd787894a20,NA,NA,1546,260,10
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"La Soufrière, on the main island of St. Vincent and the Grenadines, last erupted in 1979. It sent two explosive plumes of ash and smoke on Friday, and 20,000 people fled.",https://www.nytimes.com/2021/04/09/world/americas/volcano-St-Vincent-eruption-caribbean.html,"La Soufrière, on the main island of St. Vincent and the Grenadines, last erupted in 1979. It sent two explosive plumes of ash and smoke on Friday, and 20,000 people fled.","KINGSTOWN, St. Vincent and the Grenadines — A volcano in the southern Caribbean that had been dormant for decades erupted in a billowing blast of gray smoke on Friday, spewing clouds of ash for miles and forcing thousands to evacuate.",The New York Times,2021-04-09T13:43:01+0000,article,Foreign,World,Americas,News,nyt://article/2fb0e624-a19f-5c90-9879-cc7a418dd8cc,956,nyt://article/2fb0e624-a19f-5c90-9879-cc7a418dd8cc,A,7,1546,260,10
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,Dr. Ghafouri helped survivors of an ISIS genocide and reunited formerly enslaved women with children taken from them. She died of Covid-19.,https://www.nytimes.com/2021/04/07/world/middleeast/nemam-ghafouri-dead-coronavirus.html,Dr. Ghafouri helped survivors of an ISIS genocide and reunited formerly enslaved women with children taken from them. She died of Covid-19.,"That Nemam Ghafouri was born in a cave might be one of the least remarkable things about her. It was the 1960s, and her mother went into labor in the mountains of what is now the Kurdistan region of Iraq as she was fleeing with her other children from Iraqi government forces.",The New York Times,2021-04-07T16:59:11+0000,article,Obits,World,Middle East,Obituary (Obit),nyt://article/38d80799-2ad2-57f9-9821-3da6a33de49d,983,nyt://article/38d80799-2ad2-57f9-9821-3da6a33de49d,B,12,1546,260,10
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,Brexit and Covid have brought longtime grievances to the surface and protests to the streets.,https://www.nytimes.com/2021/04/08/world/europe/northern-ireland-violence-brexit-covid.html,Brexit and Covid have brought longtime grievances to the surface and protests to the streets.,"LONDON — A bus hijacked, pelted with stones, then set on fire. Masked youths rioting, hurling missiles and homemade bombs. A press photographer attacked on the streets.",The New York Times,2021-04-08T17:20:59+0000,article,Foreign,World,Europe,News,nyt://article/3c740a55-4015-538a-89fe-f64cdd32595e,1232,nyt://article/3c740a55-4015-538a-89fe-f64cdd32595e,A,14,1546,260,10
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Moon Hyeong-wook, 25, was accused of luring young women with promises of high-paying jobs and then forcing them into pornography.",https://www.nytimes.com/2021/04/08/world/asia/korea-sex-crime-chat-rooms.html,"Moon Hyeong-wook, 25, was accused of luring young women with promises of high-paying jobs and then forcing them into pornography.","SEOUL — A South Korean man was sentenced to 34 years in prison on Thursday as part of the country’s crackdown on an infamous network of online chat rooms that lured young women, including minors, with promises of high-paying jobs before forcing them into pornography.",The New York Times,2021-04-08T09:36:36+0000,article,Foreign,World,Asia Pacific,News,nyt://article/408d1850-4f6f-5903-88f7-0b3d977b3899,476,nyt://article/408d1850-4f6f-5903-88f7-0b3d977b3899,A,13,1546,260,10
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"The government has accused King Abdullah II’s half brother, Prince Hamzah, of undermining national security, and arrested several of his associates.",https://www.nytimes.com/2021/04/07/world/middleeast/jordan-king-feud.html,"The government has accused King Abdullah II’s half brother, Prince Hamzah, of undermining national security, and arrested several of his associates.","AMMAN, Jordan — King Abdullah II of Jordan broke his silence Wednesday night over the unusually public rift with his half brother, Prince Hamzah, justifying the steps he had taken to curb his brother’s contact with the outside world, while asserting that the prince’s “sedition has been nipped in the bud.”",The New York Times,2021-04-07T17:18:53+0000,article,Foreign,World,Middle East,News,nyt://article/418f942b-5db3-5ce5-895f-02f65edf6199,757,nyt://article/418f942b-5db3-5ce5-895f-02f65edf6199,A,11,1546,270,22
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,A report forecasts that up to three quarters of their jobs may vanish in a low carbon future and suggests a better approach to retraining.,https://www.nytimes.com/2021/04/09/world/canada/canada-letter-energy-workers.html,A report forecasts that up to three quarters of their jobs may vanish in a low carbon future and suggests a better approach to retraining.,"We don’t know exactly what Chrystia Freeland, Canada’s deputy prime minister and finance minister, will present when she becomes the country’s first woman to deliver a federal budget later this month. But the Liberal government has made it abundantly clear that economic and employment recovery will be its broad theme.",The New York Times,2021-04-09T21:39:29+0000,article,Foreign,World,Canada,News,nyt://article/42152db1-8c67-5eb1-829f-ed5bada7885b,972,nyt://article/42152db1-8c67-5eb1-829f-ed5bada7885b,NA,NA,1546,270,22
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"As part of a push to carve a canal alongside the waterway, Turkey’s president signaled that he could scrap a treaty that has kept peace in the region for decades.",https://www.nytimes.com/2021/04/10/world/europe/turkey-erdogan-montreux-convention.html,"As part of a push to carve a canal alongside the waterway, Turkey’s president signaled that he could scrap a treaty that has kept peace in the region for decades.","ISTANBUL — The unpredictable roller coaster that has become Turkish politics was on full display this past week after 104 retired admirals publicly challenged President Recep Tayyip Erdogan in an open letter — and 10 of them ended up in jail, accused of plotting a coup.",The New York Times,2021-04-10T14:49:55+0000,article,Foreign,World,Europe,News,nyt://article/444fdf8b-3c4b-5bb3-8221-74e04097960e,1212,nyt://article/444fdf8b-3c4b-5bb3-8221-74e04097960e,A,10,1546,270,22
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Groups of boars have become an unavoidable presence in Haifa. Some human residents are charmed, but others are annoyed or frightened and now carry sticks on walks.",https://www.nytimes.com/2021/04/09/world/middleeast/haifa-israel-wild-boars.html,"Groups of boars have become an unavoidable presence in Haifa. Some human residents are charmed, but others are annoyed or frightened and now carry sticks on walks.","HAIFA, Israel — The wild pigs of Haifa might not fly, but they seem to do almost everything else.",The New York Times,2021-04-09T07:00:09+0000,article,Foreign,World,Middle East,News,nyt://article/46953ed6-59bf-59e9-b414-62fccd5131a5,1206,nyt://article/46953ed6-59bf-59e9-b414-62fccd5131a5,A,10,1546,270,22
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Ashraf Ghani has few remaining allies, the Taliban are gaining militarily and his international supporters are impatient with him and the stumbling peace process.",https://www.nytimes.com/2021/04/10/world/asia/afghanistan-ashraf-ghani.html,"Ashraf Ghani has few remaining allies, the Taliban are gaining militarily and his international supporters are impatient with him and the stumbling peace process.","KABUL, Afghanistan — He attends international conferences, meets with diplomats, recently inaugurated a dam and delivers patriotic speeches vowing to defend his country against the Taliban.",The New York Times,2021-04-10T13:21:06+0000,article,Foreign,World,Asia Pacific,News,nyt://article/56cf7942-69dc-5f53-ae6a-709924b28d93,1293,nyt://article/56cf7942-69dc-5f53-ae6a-709924b28d93,A,1,1546,270,22
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"After Myanmar’s military seized power, its ambassador to Britain had called for the release of political leaders who were detained in the coup.",https://www.nytimes.com/2021/04/07/world/europe/myanmar-ambassador-coup-london-embassy.html,"After Myanmar’s military seized power, its ambassador to Britain had called for the release of political leaders who were detained in the coup.","LONDON — Myanmar’s ambassador to Britain was locked out of his own embassy on Wednesday, apparently in retaliation for having criticized Myanmar’s military, which seized power in February and has since launched a bloody crackdown on pro-democracy protesters.",The New York Times,2021-04-07T23:19:23+0000,article,Foreign,World,Europe,News,nyt://article/59421348-0ef1-5686-87e0-f1b8f539c343,484,nyt://article/59421348-0ef1-5686-87e0-f1b8f539c343,NA,NA,1546,270,22
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"A law will allow controlled substances to be tested without penalty to ensure their authenticity. The goals are to reduce health risks and, perhaps, change users’ behavior.",https://www.nytimes.com/2021/04/09/world/asia/new-zealand-drugs-checks.html,"A law will allow controlled substances to be tested without penalty to ensure their authenticity. The goals are to reduce health risks and, perhaps, change users’ behavior.","AUCKLAND, New Zealand — New Zealand has enshrined into law a one-year experiment allowing drug users to have illegal substances tested without penalty to ensure their authenticity and to weed out dangerous chemicals.",The New York Times,2021-04-09T09:18:35+0000,article,Foreign,World,Asia Pacific,News,nyt://article/5ed00d1e-1927-563d-8559-dc7cc9c9cd1a,1028,nyt://article/5ed00d1e-1927-563d-8559-dc7cc9c9cd1a,NA,NA,1546,270,22
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,Slovakia says that Sputnik V doses it received did “not have the same characteristics and properties” as a version endorsed by a respected British medical journal.,https://www.nytimes.com/2021/04/08/world/europe/slovakia-coronavirus-russia-vaccine-sputnik.html,Slovakia says that Sputnik V doses it received did “not have the same characteristics and properties” as a version endorsed by a respected British medical journal.,"Russia’s vaccine diplomacy suffered a setback on Thursday when Slovakia, one of the few countries in Europe to order its Sputnik V coronavirus vaccine, said that the doses it purchased differed from a version reviewed favorably by a respected British medical journal.",The New York Times,2021-04-08T18:30:47+0000,article,Foreign,World,Europe,News,nyt://article/6191f866-8288-520f-a22c-970ed6102bfe,908,nyt://article/6191f866-8288-520f-a22c-970ed6102bfe,A,8,1546,270,22
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Online platforms that stream dance, singing and comedy shows are pixelating performers’ T-shirts and sneakers amid a nationalistic fervor.",https://www.nytimes.com/2021/04/09/world/asia/china-blur-brands-xinjiang-cotton.html,"Online platforms that stream dance, singing and comedy shows are pixelating performers’ T-shirts and sneakers amid a nationalistic fervor.",HONG KONG — Viewers of some of China’s most popular online variety shows were recently greeted by a curious sight: a blur of pixels obscuring the brands on sneakers and T-shirts worn by contestants.,The New York Times,2021-04-09T06:02:12+0000,article,Foreign,World,Asia Pacific,News,nyt://article/6a71481e-549d-53c0-875d-deae8396adca,1010,nyt://article/6a71481e-549d-53c0-875d-deae8396adca,A,9,1546,270,22
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"The standoff between King Abdullah II and his half brother, Prince Hamzah, wasn’t just palace intrigue. It hinted at Saudi meddling and highlighted wider tensions within Jordan’s complex society.",https://www.nytimes.com/2021/04/10/world/middleeast/jordan-king-crown-prince.html,"The standoff between King Abdullah II and his half brother, Prince Hamzah, wasn’t just palace intrigue. It hinted at Saudi meddling and highlighted wider tensions within Jordan’s complex society.","AMMAN, Jordan — The prince and the general paced the garden outside the prince’s palace, locked in a deep argument. The prince was shouting, the general was barely audible. But the general made the threat.",The New York Times,2021-04-10T09:00:14+0000,article,Foreign,World,Middle East,News,nyt://article/6ea7b5ed-e49a-507b-8422-6a50a3f61021,1668,nyt://article/6ea7b5ed-e49a-507b-8422-6a50a3f61021,A,13,1546,270,22
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Last year’s winner of a pageant for married women grabbed a crown from the 2021 Mrs. Sri Lanka winner, who she claimed was divorced, in violation of pageant rules.",https://www.nytimes.com/2021/04/10/world/asia/caroline-jurie-mrs-world.html,"Last year’s winner of a pageant for married women grabbed a crown from the 2021 Mrs. Sri Lanka winner, who she claimed was divorced, in violation of pageant rules.","Last year’s winner of Mrs. World, a beauty pageant for married women, said she would return her crown after she snatched one off the head of the 2021 winner of Mrs. Sri Lanka World, claiming that she was divorced — a violation of pageant rules.",The New York Times,2021-04-10T21:22:36+0000,article,Express,World,Asia Pacific,News,nyt://article/6f23a2c8-4ac0-5bbb-b323-66acce5506b7,483,nyt://article/6f23a2c8-4ac0-5bbb-b323-66acce5506b7,NA,NA,1546,280,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,The institution had become a symbol of privilege in a society where social mobility has broken down.,https://www.nytimes.com/2021/04/08/world/europe/france-macron-ena-closing.html,The institution had become a symbol of privilege in a society where social mobility has broken down.,"PARIS — There are elite schools and then there is ENA, the small French graduate college that has turned out presidents and prime ministers with such cookie-cutter consistency that it is no exaggeration to say France has been run by its “énarques.”",The New York Times,2021-04-08T21:43:07+0000,article,Foreign,World,Europe,News,nyt://article/712f5b17-677d-55b9-b6c9-f722ca37cda9,748,nyt://article/712f5b17-677d-55b9-b6c9-f722ca37cda9,A,12,1546,280,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,The vandalism of a piece by the graffiti artist JonOne at a gallery in South Korea has prompted a debate about contemporary art.,https://www.nytimes.com/2021/04/07/world/asia/jonone-vandalism-south-korea-art.html,The vandalism of a piece by the graffiti artist JonOne at a gallery in South Korea has prompted a debate about contemporary art.,"SEOUL — The couple saw brushes and paint cans in front of a paint-splattered canvas at a gallery in a Seoul shopping mall. So they added a few brush strokes, assuming it was a participatory mural.",The New York Times,2021-04-07T14:05:51+0000,article,Express,World,Asia Pacific,News,nyt://article/748c63ef-854c-5eca-92b1-9d092e56dc4c,687,nyt://article/748c63ef-854c-5eca-92b1-9d092e56dc4c,A,12,1546,280,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,A plan to bolster Germany’s pandemic law will make it easier for the government to enforce restrictions to stop the spread of the coronavirus.,https://www.nytimes.com/2021/04/09/world/europe/german-governments-powers-pandemic-covid.html,A plan to bolster Germany’s pandemic law will make it easier for the government to enforce restrictions to stop the spread of the coronavirus.,BERLIN — Germany’s government plans to ask lawmakers to grant it stronger powers in order to introduce a nationwide lockdown as the country is gripped by a third wave of the coronavirus.,The New York Times,2021-04-09T11:31:35+0000,article,Foreign,World,Europe,News,nyt://article/7a3566da-52ec-57f0-be03-5be03226c441,365,nyt://article/7a3566da-52ec-57f0-be03-5be03226c441,NA,NA,1546,280,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,Lockdown has helped establish Munya Chawawa as a sardonic voice for young people who don’t often recognize themselves in the comedians they see on TV.,https://www.nytimes.com/2021/04/09/world/europe/munya-chawawa-british-comic-profile.html,Lockdown has helped establish Munya Chawawa as a sardonic voice for young people who don’t often recognize themselves in the comedians they see on TV.,"LONDON — He is the hyperbolic news anchor with an agenda, the disgruntled Meghan Markle skeptic vying for Piers Morgan’s job, the British aristocrat insisting he is simply middle class — and those are just a few of the characters in Munya Chawawa’s arsenal.",The New York Times,2021-04-09T09:47:47+0000,article,Foreign,World,Europe,News,nyt://article/7cdc0dec-260d-51a6-8ed7-95b506e26da9,1225,nyt://article/7cdc0dec-260d-51a6-8ed7-95b506e26da9,A,8,1546,280,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Since the start of the year, well-known men from diverse fields have been accused of sexual abuse and placed under investigation.",https://www.nytimes.com/2021/04/08/world/europe/france-metoo-sandra-muller.html,"Since the start of the year, well-known men from diverse fields have been accused of sexual abuse and placed under investigation.","PARIS — When Sandra Muller started France’s #MeToo social media campaign in 2017, tens of thousands of women responded to her calls to “#ExposeYourPig.” ",The New York Times,2021-04-08T04:15:09+0000,article,Foreign,World,Europe,News,nyt://article/7d9fa2f8-e52f-59f1-a301-e888fbf8871e,1461,nyt://article/7d9fa2f8-e52f-59f1-a301-e888fbf8871e,A,1,1546,280,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"The concept of documenting vaccinations is being taken to new levels of sophistication, and experts predict that electronic verification will soon become commonplace.",https://www.nytimes.com/2021/04/09/world/europe/virus-vaccine-passport.html,"The concept of documenting vaccinations is being taken to new levels of sophistication, and experts predict that electronic verification will soon become commonplace.","With Covid-19 vaccinations accelerating, attention is turning to tools for people to prove that they have been inoculated and potentially bypass the suffocating restrictions used to fight the pandemic.",The New York Times,2021-04-09T16:18:51+0000,article,Foreign,World,Europe,News,nyt://article/7fa9a313-02df-5b32-8d1c-31638d9f6cb2,1280,nyt://article/7fa9a313-02df-5b32-8d1c-31638d9f6cb2,NA,NA,1546,280,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,Conservative opposition candidates won two mayoral races that were seen as a referendum on President Moon Jae-in and a bellwether for next year’s presidential contest.,https://www.nytimes.com/2021/04/07/world/asia/korea-mayor-election-moon-oh-sehoon.html,Conservative opposition candidates won two mayoral races that were seen as a referendum on President Moon Jae-in and a bellwether for next year’s presidential contest.,"SEOUL — In his last year in office, President Moon Jae-in of South Korea has seen his approval ratings in a tailspin. His trademark North Korea diplomacy remains in tatters. Citizens are fuming over his ​repeatedly ​botched attempts to arrest soaring housing prices.",The New York Times,2021-04-07T17:48:18+0000,article,Foreign,World,Asia Pacific,News,nyt://article/83388164-2715-563f-b9f5-24bc768255ef,994,nyt://article/83388164-2715-563f-b9f5-24bc768255ef,A,13,1546,280,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Philip, the Duke of Edinburgh, will not lie in state for public viewing and the funeral will not be open to the public, in a nod to a ban on mass gatherings and the prince’s own wishes.",https://www.nytimes.com/2021/04/09/world/europe/prince-philips-funeral-tributes.html,"Philip, the Duke of Edinburgh, will not lie in state for public viewing and the funeral will not be open to the public, in a nod to a ban on mass gatherings and the prince’s own wishes.","As they mourned the death of Prince Philip, who through 73 years of marriage to Queen Elizabeth II helped preserve a monarchy that many people saw as out of place in the modern world, the royal family and the nation grappled with how to pay him final honors amid a pandemic when mass gatherings are prohibited.",The New York Times,2021-04-09T21:40:18+0000,article,Foreign,World,Europe,Obituary (Obit),nyt://article/853a9684-ba78-5cf7-a1bd-f9ac73d391aa,881,nyt://article/853a9684-ba78-5cf7-a1bd-f9ac73d391aa,A,21,1546,280,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"An Air Force veteran and former lion tamer, she helped her adopted country fall in love with tapirs, macaws and peccaries.",https://www.nytimes.com/2021/04/08/world/americas/sharon-matola-dead.html,"An Air Force veteran and former lion tamer, she helped her adopted country fall in love with tapirs, macaws and peccaries.","Sharon Matola’s life changed in the summer of 1981, when she got a call from a British filmmaker named Richard Foster. She had recently quit her job as a lion tamer in a Mexican circus and was back home in Florida, where she was poking her way through a master’s degree in mycology, or the study of fungi.",The New York Times,2021-04-08T15:55:22+0000,article,Obits,World,Americas,Obituary (Obit),nyt://article/88ad866b-96bc-53a5-a11c-5b32b94055fb,1273,nyt://article/88ad866b-96bc-53a5-a11c-5b32b94055fb,B,12,1546,280,9
